EG	GN	GI	Type	Len	Ori	LeftEnd	RightEnd	Syn	MN	Description	
EG13757	ydcN	g1787704	aa	178	Clockwise	1504196	1504732	Null	Systematic nomenclature	Predicted DNA-binding transcriptional regulator, function unknown
EG13758	ydcO	g87081909	aa	391	Counterclockwise	1502929	1504104	Null	Systematic nomenclature	Inner membrane protein, predicted transporter, function unknown
EG13759	ydcP	g87081910	aa	653	Clockwise	1504805	1506766	Null	Systematic nomenclature	Function unknown, U32 peptidase family
EG13760	hicB	g1787709	aa	138	Clockwise	1507532	1507948	ydcQ	hif contiguous (from H. influenzae ortholog)	Antitoxin of HicAB TA pair; C-terminal HTH domain; mutational suppressor of null rpoE lethality
EG13761	ydcR	g1787710	aa	468	Clockwise	1508027	1509433	Null	Systematic nomenclature	Putative HTH transcriptional regulator with aminotransferase domain; MocR family
EG13762	ydcS	g1787711	aa	381	Clockwise	1509678	1510823	Null	Systematic nomenclature	Polyhydroxybutyrate (PHB) synthase; ABC transporter periplasmic binding protein homolog; upregulated during glucose-limitation
EG13763	ydcT	g1787712	aa	337	Clockwise	1510841	1511854	Null	Systematic nomenclature	Putative ABC transporter ATP-binding protein; function unknown
EG13764	ydcU	g1787713	aa	313	Clockwise	1511855	1512796	Null	Systematic nomenclature	Putative ABC transporter permease protein; function unknown
EG13765	ydcV	g1787714	aa	264	Clockwise	1512786	1513580	Null	Systematic nomenclature	Putative ABC transporter permease protein; function unknown
EG13766	prr	g1787715	aa	474	Clockwise	1513602	1515026	ydcW	Pyrroline	gamma-Aminobutyraldehyde dehydrogenase (ABALDH); pyrroline dehydrogenase; also active on medium chain aldehydes
EG13767	ydcX	g87081912	aa	57	Clockwise	1515413	1515586	Null	Systematic nomenclature	Required for swarming phenotype, DUF2566 family, function unknown
EG13768	ydcY	g1787717	aa	77	Clockwise	1515672	1515905	Null	Systematic nomenclature	Function unknown
EG13769	ydcZ	g1787718	aa	149	Counterclockwise	1515906	1516355	Null	Systematic nomenclature	Required for swarming phenotype, inner membrane protein, function unknown
EG13770	yncA	g1787719	aa	172	Counterclockwise	1516352	1516870	Null	Systematic nomenclature	Predicted acetyltransferase
EG13772	yncB	g87081913	aa	345	Clockwise	1517051	1518088	Null	Systematic nomenclature	Predicted NADP-dependent oxidoreductase, function unknown
EG13773	mcbR	g87081914	aa	221	Clockwise	1518286	1518951	yncC	MqsR-controlled Colanic acid and Biofilm	MqsR-controlled colanic acid and biofilm regulator; represses mcbA
EG13774	yncD	g1787723	aa	700	Counterclockwise	1518987	1521089	Null	Systematic nomenclature	Putative TonB-dependent outer membrane receptor
EG13775	yncE	g1787724	aa	353	Clockwise	1521331	1522392	Null	Systematic nomenclature	Secreted protein, function unknown
EG13776	ansP	g87081915	aa	499	Counterclockwise	1522505	1524004	yncF	Asparaginase-related permease	L-Asparagine permease
EG13777	yncG	g1787726	aa	205	Clockwise	1524271	1524888	Null	Systematic nomenclature	Function unknown, glutathione S-transferase homolog
EG13778	yncH	g1787727	aa	70	Clockwise	1524964	1525176	Null	Systematic nomenclature	Required for swarming phenotype, function unknown
EG13779	yddH	g87081916	aa	189	Counterclockwise	1531306	1531875	Null	Systematic nomenclature	Function unknown
EG13780	nhoA	g1787736	aa	281	Clockwise	1532048	1532893	yddI	N-hydroxyarylamine O-acetyltransferase	N-hydroxyarylamine O-acetyltransferase
EG13781	yddJ	g1787744	aa	111	Counterclockwise	1542408	1542743	Null	Systematic nomenclature	Function unknown
EG13784	yddM	g1787751	aa	94	Counterclockwise	1550422	1550706	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown
EG13786	ddpF	g1787758	aa	308	Counterclockwise	1555136	1556062	yddO	D,D-dipeptide	D,D-dipeptide permease system, ATP-binding component
EG13787	ddpD	g1787759	aa	328	Counterclockwise	1556055	1557041	yddP	D,D-dipeptide	D,D-dipeptide permease system, ATP-binding component
EG13788	ddpC	g1787760	aa	298	Counterclockwise	1557038	1557934	yddQ	D,D-dipeptide	D,D-dipeptide permease system, membrane translocase
EG13789	ddpB	g1787761	aa	340	Counterclockwise	1557931	1558953	yddR	D,D-dipeptide	D,D-dipeptide permease system, membrane translocase
EG13790	ddpA	g1787762	aa	516	Counterclockwise	1558955	1560505	yddS	D,D-dipeptide	D,D-dipeptide permease system, periplasmic dipeptide binding protein
EG13791	ddpX	g1787763	aa	193	Counterclockwise	1560519	1561100	vanX;yddT	D,D-dipeptide	D-Ala-D-Ala dipeptidase
EG13792	dosP	g87081921	aa	799	Counterclockwise	1561358	1563757	dos;yddU	Direct oxygen sensor phosphodiesterase	Heme-regulated oxygen sensor, c-di-GMP phosphodiesterase; may have weak cAMP PDE activity; dimeric
EG13793	dosC	g87081922	aa	460	Counterclockwise	1563782	1565164	yddV	Direct oxygen sensor cyclase	Diguanylate cyclase, binds oxygen
EG13794	yddW	g1787767	aa	439	Counterclockwise	1565528	1566847	Null	Systematic nomenclature	Novel verified lipoprotein, function unknown; related to glycosyl hydrolases
EG13795	ydeM	g87081923	aa	385	Counterclockwise	1577657	1578814	Null	Systematic nomenclature	Function unknown, Radical SAM superfamily
EG13796	ydeN	g87081924	aa	560	Counterclockwise	1578866	1580548	Null	Systematic nomenclature	Function unknown
EG13797	ydeO	g1787776	aa	253	Counterclockwise	1580950	1581711	Null	Systematic nomenclature	Transcriptional activator for mdtEF; required for acid resistance conferred by EvgA overexpression; AraC family
EG13798	ydeP	g1787778	aa	759	Counterclockwise	1582231	1584510	Null	Systematic nomenclature	Required for acid resistance conferred by EvgA overexpression; oxidoreductase homolog
EG13799	ydeQ	g1787779	aa	304	Counterclockwise	1584844	1585758	fmlD	Systematic nomenclature	Function unknown, FimH homolog
EG13800	ydeR	g1787780	aa	167	Counterclockwise	1585817	1586320	Null	Systematic nomenclature	Function unknown, FimA homolog
EG13801	ydeS	g1787781	aa	176	Counterclockwise	1586333	1586863	Null	Systematic nomenclature	Function unknown, FimA homolog
EG13804	lsrK	g1787789	aa	530	Counterclockwise	1596641	1598233	ydeV	luxS regulated	Autoinducer-2 (AI-2) kinase; upregulated in biofilms
EG13805	lsrR	g1787791	aa	317	Counterclockwise	1598312	1599265	ydeW	luxS regulated	lsrACDBFGE operon regulator for autoinducer-2 (AI-2) uptake; induced by phospho-AI-2
EG13806	lsrA	g1787792	aa	511	Clockwise	1599514	1601049	ego;lsrA;ydeX	luxS regulated	Autoinducer 2 (AI-2) import ATP-binding protein; essential for aerobic growth; upregulated in biofilms
EG13807	lsrC	g1787793	aa	342	Clockwise	1601043	1602071	ydeY	luxS regulated	Autoinducer 2 (AI-2) import system permease protein
EG13808	lsrD	g1787794	aa	330	Clockwise	1602071	1603063	ydeZ	luxS regulated	Autoinducer-2 (AI-2) import system permease protein
EG13809	lsrB	g1787795	aa	340	Clockwise	1603075	1604097	yneA	luxS regulated	Autoinducer-2 (AI-2)-binding protein
EG13810	lsrF	g1787796	aa	291	Clockwise	1604124	1604999	yneB	luxS regulated	Function unknown, involved in AI-2 catabolism
EG13811	lsrG	g1787797	aa	96	Clockwise	1605023	1605313	yneC	luxS regulated	Autoinducer 2-degrading protein; ygiN paralog
EG13812	tam	g1787798	aa	252	Clockwise	1605370	1606128	lsrE;yneD	trans-aconitate methyltransferase	Trans-aconitate 2-methyltransferase, SAM-dependent
EG13813	yneE	g87081925	aa	304	Counterclockwise	1606132	1607046	Null	Systematic nomenclature	Predicted inner membrane protein, bestrophin family; possible chloride channel; required for swarming phenotype
EG13814	yneF	g1787802	aa	315	Counterclockwise	1608931	1609878	Null	Systematic nomenclature	Predicted diguanylate cyclase, function unknown
EG13815	yneG	g1787803	aa	119	Counterclockwise	1609990	1610349	Null	Systematic nomenclature	Function unknown
EG13816	yneH	g1787804	aa	308	Counterclockwise	1610349	1611275	Null	Systematic nomenclature	Glutaminase, l-glutamine catabolism
EG13817	sad	g87081926	aa	462	Counterclockwise	1611339	1612727	yneI	Succinate semialdehyde dehydrogenase	Succinate semialdehyde dehydrogenase, NAD(P)(+)-dependent; SSADH; SSDH
EG13818	yneJ	g1787806	aa	293	Clockwise	1612828	1613709	Null	Systematic nomenclature	Putative LysR-family transcriptional regulator, function unknown
EG13819	yneK	g1787807	aa	371	Clockwise	1613787	1614902	Null	Systematic nomenclature	Function unknown
EG13820	ydfH	g1787821	aa	228	Clockwise	1626376	1627062	Null	Systematic nomenclature	Predicted DNA-binding transcriptional regulator, function unknown
EG13821	ydfI	g1787823	aa	486	Counterclockwise	1627477	1628937	Null	Systematic nomenclature	Function unknown
EG13823	ydfK	g1787826	aa	88	Clockwise	1631063	1631329	Null	Systematic nomenclature	Cold shock gene, function unknown, Qin prophage
EG13824	pinQ	g1787827	aa	196	Clockwise	1631646	1632236	ydfL	Prophage-derived inversion	DNA invertase, site-specific recombination, Qin prophage
EG13825	tfaQ	g2367120	aa	191	Counterclockwise	1632334	1632909	ydfM	Tail fiber asembly	Phage lambda tail fiber assembly gene homolog, Qin prophage
EG13826	stfQ	g1787829	aa	320	Counterclockwise	1632909	1633871	ydfN	Side-tail fiber	Side-tail fiber protein, Qin prophage
EG13827	ydfO	g87081931	aa	136	Clockwise	1635071	1635481	Null	Systematic nomenclature	Function unknown, Qin prophage
EG13828	rzpQ	g1787835	aa	165	Counterclockwise	1637054	1637551	Rz;ydfP	Rz protein	Rz-like equivalent, Qin prophage
EG13829	arrQ	g1787836	aa	177	Counterclockwise	1637548	1638081	ydfQ	R protein	Phage lambda lysozyme R protein homolog, Qin prophage; function unknown
EG13830	ydfR	g1787837	aa	103	Counterclockwise	1638078	1638389	Null	Systematic nomenclature	Function unknown, Qin prophage
EG13831	essQ	g87081934	aa	71	Counterclockwise	1638394	1638609	ydfS	S protein	Phage lambda S lysis protein homolog, Qin prophage
EG13832	quuQ	g87081935	aa	250	Counterclockwise	1640513	1641265	ydfT	Q protein	Lambda Q antitermination protein homolog, Qin prophage
EG13833	ydfU	g87081936	aa	349	Counterclockwise	1641279	1642328	Null	Systematic nomenclature	Function unknown, Qin prophage
EG13834	ydfV	g1787848	aa	101	Clockwise	1643921	1644226	Null	Systematic nomenclature	Function unknown, Qin prophage
EG13837	gnsB	g87081932	aa	57	Counterclockwise	1635633	1635806	ydfY	secG Null mutant Suppresor	Multicopy suppressor of secG(Cs) and fabA6(Ts), Qin prophage; overexpression increases unsaturated fatty acid content of phospholipids; gnsA paralog
EG13838	ydfZ	g1787822	aa	67	Clockwise	1627239	1627442	Null	Systematic nomenclature	Binds selenium, function unknown
EG13839	ynfA	g1787865	aa	108	Counterclockwise	1653371	1653697	Null	Systematic nomenclature	Inner membrane protein, UPF0060 family, function unknown
EG13840	ynfB	g1787866	aa	113	Clockwise	1653832	1654173	Null	Systematic nomenclature	Predicted secreted protein, function unknown
EG13841	ynfC	g87081939	aa	236	Counterclockwise	1654771	1655481	Null	Systematic nomenclature	Verified lipoprotein, UPF0257 family, function unknown
EG13842	ynfD	g87081940	aa	101	Clockwise	1655589	1655894	Null	Systematic nomenclature	Secreted protein, function unknown
EG13843	ynfE	g1787870	aa	808	Clockwise	1656093	1658519	Null	Systematic nomenclature	Probable selenate reductase, periplasmic
EG13844	ynfF	g87081941	aa	807	Clockwise	1658580	1661003	Null	Systematic nomenclature	S- and N-oxide reductase, A subunit; periplasmic
EG13845	ynfG	g1787872	aa	205	Clockwise	1661014	1661631	Null	Systematic nomenclature	S- and N-oxide reductase, apparent Fe-S binding subunit; required for swarming phenotype
EG13846	ynfH	g1787873	aa	284	Clockwise	1661633	1662487	Null	Systematic nomenclature	S- and N-oxide reductase, membrane bound anchor
EG13847	dmsD	g87081942	aa	204	Clockwise	1662530	1663144	ynfI	DMSO reductase	Redox enzyme maturation protein (REMP) for DmsA; twin-arginine leader-binding protein; binds DmsA and TorA TAT signal peptides; required for anaerobic growth on glycerol-DMSO medium; stimulates growth on glycerol-fumarate
EG13848	clcB	g87081943	aa	418	Clockwise	1663339	1664595	mriT;ynfJ	Chloride channel	H(+)/Cl(-) exchange transporter; voltage-gated ClC-type chloride channel; involved in the extreme acid response
EG13849	ynfK	g87081944	aa	231	Counterclockwise	1664548	1665243	Null	Systematic nomenclature	Predicted dethiobiotin synthase, function unknown
EG13850	ynfL	g1787879	aa	297	Counterclockwise	1666723	1667616	Null	Systematic nomenclature	Putative LysR-family transcriptional regulator, function unknown; overexpression confers sensitivity to acriflavin and trimethoprim
EG13851	cusR	g1786784	aa	227	Counterclockwise	593983	594666	silR(S.t.);ylcA	Cu sensor	Response regulator of the cusCFBA-cusRS divergon; cusS sensor and cusR mediate copper induction
EG13853	rutG	g87081818	aa	442	Counterclockwise	1067734	1069062	ycdG	PyRimidine UTilization	Predicted pyrimidine permease, pyrimidine nitrogen catabolism
EG13854	rutF	g87081819	aa	164	Counterclockwise	1069083	1069577	ycdH	PyRimidine UTilization	Gene in rut operon for pyrimidine nitrogen catabolism; putative flavin:NADH reductase
EG13855	rutE	g1787243	aa	196	Counterclockwise	1069588	1070178	ycdI	PyRimidine UTilization	Predicted nitroreductase, function unknown; pyrimidine nitrogen catabolism
EG13856	rutD	g1787244	aa	266	Counterclockwise	1070188	1070988	ycdJ	PyRimidine UTilization	Gene in rut operon for pyrimidine nitrogen catabolism; putative hydrolase/esterase
EG13857	rutC	g1787245	aa	128	Counterclockwise	1070996	1071382	ycdK	PyRimidine UTilization	Gene in rut operon for pyrimidine nitrogen catabolism, function unknown
EG13858	rutB	g87081820	aa	230	Counterclockwise	1071394	1072086	ycdL	PyRimidine UTilization	Gene in rut operon for pyrimidine nitrogen catabolism; isochorismatase homolog
EG13859	rutA	g1787247	aa	382	Counterclockwise	1072086	1073234	ycdM	PyRimidine UTilization	Gene in rut operon for pyrimidine nitrogen catabolism; predicted luciferase-like monooxygenase
EG13861	efeO	g1787254	aa	375	Clockwise	1081466	1082593	ycdO	Systematic nomenclature	Inactive acid-inducible low-pH ferrous ion transporter EfeUOB; acid-inducible periplasmic protein; hyperlethality gene
EG13862	pgaD	g1787258	aa	137	Counterclockwise	1085329	1085742	hmsS(Y.p.);ycdP	Poly--1,6-N-acetyl-d-glucosamine	Required for biofilm adhesin polysaccharide PGA synthesis
EG13863	pgaC	g1787259	aa	441	Counterclockwise	1085744	1087069	hmsR(Y.p.);ycdQ	Poly--1,6-N-acetyl-d-glucosamine	Required for biofilm adhesin polysaccharide PGA synthesis; putative polysaccharide polymerase/glycosyltransferase
EG13864	pgaB	g1787260	aa	672	Counterclockwise	1087062	1089080	ycdR	Poly--1,6-N-acetyl-d-glucosamine	Biofilm adhesin polysaccharide PGA export; lipoprotein; polysaccharide deacetylase activity needed for export
EG13865	pgaA	g1787261	aa	807	Counterclockwise	1089089	1091512	ycdS	Poly--1,6-N-acetyl-d-glucosamine	Biofilm adhesin polysaccharide PGA export; putative OM protein
EG13866	ycdT	g1787262	aa	452	Clockwise	1092099	1093457	Null	Systematic nomenclature	Diguanylate cyclase, role unknown
EG13867	ycdU	g1787267	aa	328	Clockwise	1095066	1096052	Null	Systematic nomenclature	Predicted inner membrane protein, function unknown
EG13869	ghrA	g87081824	aa	312	Clockwise	1097109	1098047	ycdW	Glyoxylate/Hydroxypyruvate Reductase	Glyoxylate/hydroxypyruvate reductase A; activity higher on glyoxylate than hydroxypyruvate
EG13870	ycdX	g1787271	aa	245	Clockwise	1098102	1098839	Null	Systematic nomenclature	Putative phosphoesterase; structure reveals a trinuclear zinc active site
EG13871	ycdY	g1787272	aa	184	Clockwise	1098863	1099417	Null	Systematic nomenclature	Putative redox enzyme maturation protein (REMP), function unknown; putative TAT signal peptide binding protein and co-factor insertion chaperone; required for swarming phenotype
EG13872	ycdZ	g87081825	aa	163	Clockwise	1099519	1100010	Null	Systematic nomenclature	Inner membrane protein, DUF1097 family, function unknown
EG13873	ymdA	g1787281	aa	103	Clockwise	1104637	1104948	Null	Systematic nomenclature	Function unknown
EG13874	ymdB	g1787283	aa	177	Clockwise	1105043	1105576	Null	Systematic nomenclature	RNase III inhibitor during cold shock
EG13875	ymdC	g87081826	aa	473	Clockwise	1105578	1106999	Null	Systematic nomenclature	Function unknown
EG13876	opgC	g1787285	aa	385	Counterclockwise	1107007	1108164	mdoC;ymdD	Osmoregulated periplasmic glucans	Succinylation of osmoregulated periplasmic glucans (OPGs); membrane protein
EG13877	cspI	g1787834	aa	70	Counterclockwise	1636479	1636691	cspJ	Cold shock protein	Cold shock protein, Qin prophage; cold shock inducible
EG13878	mdtH	g87081828	aa	402	Counterclockwise	1123341	1124549	yceL	Multidrug transporter	Multidrug resistance efflux transporter; overexpression resistance to norfloxacin and enoxacin
EG13879	yceM	g1787307	aa	307	Clockwise	1126029	1126952	mviM(S.t.);mviS(S.t.)	Systematic nomenclature	Predicted oxidoreductase, function unknown
EG13880	murJ	g1787309	aa	511	Clockwise	1127062	1128597	mviN(S.t.);mviS(S.t.);yceN	Murein	Probable peptidoglycan lipid II flippase; required for murein synthesis
EG13881	sfmA	g87081753	aa	180	Clockwise	557435	557977	fimA(S.t.)	Salmonella fimbriae	Function unknown, FimA homolog
EG13882	sfmC	g1786743	aa	230	Clockwise	558197	558889	fimC(S.t.)	Salmonella fimbriae	Periplasmic pilus chaperone
EG13883	sfmD	g1786744	aa	867	Clockwise	558920	561523	fimD(S.t.)	Salmonella fimbriae	Putative outer membrane fimbrial subunit export usher protein; function unknown
